"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"12","Hero MotoCorp","5","1","15","5","6","70","43.33","9.77","48.77","55.43","10.65","17.08","6989.92","7356.35","1595.13","5.12","7.12","10.48","0.74","2.94","1.85","","20.35","88.98","-23.25","14.76","12.53","235.34","0.52","-1.87","7.67","1.82","2.55","22.97","-23.28","27.67","264.05","","0","0","34.73","1.8","","98.94","5.85","0.02","29.47","20.66","25.39","22.71","18.57","22.72","HEROMOTOCO","500182","INE158A01026"
"13","Cummins","5","2","25","3","7","65","27.83","27.85","51.2","50.35","32.46","24.31","2526.96","2948.21","595.42","13.79","12.04","15.47","2.5","3.49","2.93","","183.43","114.19","3.05","20.97","19.88","23.52","10.25","13.68","2.08","8.14","9.35","38.49","3.03","18.78","83.48","","0","0","51","3.1","","159.43","5.4","0","29.6","24.14","28.12","26.44","20.49","22.83","CUMMINSIND","500480","INE298A01020"
"14","Jindal Steel","10","0","18","6","3","50","42.5","2.66","60.22","59.53","10.99","19.41","9661.7","8462.44","961.2","2.22","6.45","2.99","-0.88","5.83","2.57","","2675.92","-51.12","-57.28","19.51","5.61","-12.63","18.76","-11.38","-13.53","1.85","2.25","-26.03","-57.37","-45.84","26.89","","0.32","10.87","62.69","1.06","","7.36","370","0.38","9.94","23.41","10.65","5.95","24.83","6.51","JINDALSTEL","532286","INE749A01030"
"15","Tata Power Company","14","2","11","5","5","65","46.33","1.26","45.6","53.1","11.21","23.58","15443.8","15289.41","1022.08","2.95","4.75","2.96","3.34","2.66","1.66","","290.32","128.03","-13.25","21.25","6.13","-5.25","3.78","-0.68","2.34","1.83","1.68","-0.69","-12.99","8.2","12.68","","0","0","46.86","0.81","","3.28","1304.5","1.62","10.18","12.33","13.1","11.07","14.71","16.72","TATAPOWER","500400","INE245A01021"
"16","Indus Towers","2","0","31","5","8","85","52.83","3.83","60.72","63.54","4.13","71.08","21413.7","20783.2","2670.55","3.09","9.49","8.6","0.49","0.28","0.92","","201.08","55.84","5.9","64.32","29.69","106.81","120","10.61","70.22","2.93","3.54","-16.02","5.77","24.07","35.47","","0","0","51.03","1.32","","11.53","427.05","0.07","28.12","16.03","22.28","30.56","24.88","34.24","INDUSTOWER","534816","INE121J01017"
"17","BSE","7","0","30","5","7","75","28.33","13.05","50.26","43.38","37","58.17","1868.69","2447.69","788.3","21.52","6.46","14.96","0.52","2.32","1.35","","984.4","421.33","3.53","64.03","46.22","2.56","11.8","11.49","23.45","23.09","28.61","-46.3","3.59","119.09","44.61","","0","0","0","1.59","","62289.67","","0","30.65","17.81","35.44","29.97","17.34","28.72","BSE","","INE118H01025"
"18","Ashok Leyland","11","1","28","7","5","45","32.83","2.15","48.77","33.14","11.08","19.7","9566.21","10213.17","1282.13","9.01","7.12","10.54","1.45","2.94","2.18","","822.8","966.35","23.68","19.5","6.39","235.34","0.52","-88.03","20.32","1.24","2.22","-46.25","24.04","23.99","5.55","","0","41.15","51.51","1.29","","2.43","40","4.06","15.37","20.66","16.95","25.39","18.57","20.04","ASHOKLEY","500477","INE208A01029"
"19","Solar Industries","10","1","18","6","8","80","26.33","20.29","51.2","52.25","50.27","26.93","2031.19","2228.37","608.54","22.58","12.04","18.14","2.85","3.49","4.12","","352.25","174.08","1.85","25.71","15.77","23.52","10.25","-3.41","13.35","13.49","13.79","20.67","1.84","30.68","145.96","","0","1.52","73.15","1.95","","17.44","","0.21","30.08","24.14","24.83","27.57","20.49","21.6","SOLARINDS","532725","INE343H01029"
"20","Samvardhana Motherson","5","2","14","8","6","60","42.5","2.89","48.77","50.85","9.25","9.77","11109.6","10457.57","1514.7","3.12","7.12","5.9","-2.58","2.94","4.12","","225.01","335.23","61.57","8.69","2.78","235.34","0.52","14.61","2.2","0.81","0.99","-39.53","62.5","-13.72","3.1","","0.02","2.9","48.6","1.03","","5.9","370","0.42","13.02","20.66","18.62","10.9","18.57","14.6","MOTHERSON","517334","INE775A01035"
"21","Tata Consumer ","11","1","20","5","6","70","28.67","6.93","51.46","54.89","37.25","15.16","2672.6","2811.5","596.45","5.78","7.93","5.69","2.9","1.46","2.73","","178.07","36.62","-4.91","13.46","7.54","-10.1","45.32","40.74","106.42","5.63","6.04","37.59","-5.13","27.63","14.84","","0","0","33.84","1.54","","9.21","35","0.09","7.92","24.97","8.91","6.39","27.07","7.42","TATACONSUM","500800","INE192A01025"
"22","Bajaj Holdings ","8","0","14","5","4","60","32.17","7.09","42.33","41.5","228.17","95.19","651.56","2502.76","","1.74","2.9","2.92","0.92","1.71","1.83","","117.94","60.78","-55.28","84.19","857.84","-29.16","5.17","-30.35","0.73","202.78","118.89","8.52","-55.28","15.01","765.49","","0","0","51.46","869.9","","440.24","","0","0.82","21.43","22.46","10.4","10.68","10.83","BAJAJHLDNG","500490","INE118A01012"
"23","Indian Bank","3","2","33","2","6","70","54.17","1.23","50.26","56.8","","","19644.42","55520.71","5210","1.65","6.46","2.3","1.16","2.32","2.15","1.59","1207.44","173.43","1.25","29.96","17.48","2.56","11.8","6.52","16.07","1.18","1.79","8.15","1.26","8.86","85.47","","0","0","73.84","","","1.52","","0.58","6.58","17.81","6.84","15.74","17.34","14.63","INDIANB","532814","INE562A01011"
"24","Power Finance","7","1","17","2","6","60","50","0.64","50.26","48","10.99","97.04","103358.07","109349.52","5508.02","0.94","6.46","1.87","0.29","2.32","1.3","","222.81","64.05","-16.36","96.22","21.81","2.56","11.8","-6.51","14.03","1.28","1.05","8.28","-16.39","16.78","75.01","","0","0","55.99","1.14","","1.6","8273.5","8.25","65.86","17.81","56.21","19.52","17.34","16.03","PFC","532810","INE134E01011"
"25","Godrej Consumer Products","13","0","18","3","6","60","36.33","10.71","52.35","54.29","36.74","23.1","3319.18","3172.91","807.61","9.88","21.92","14.96","0.13","8.37","9.15","","23.77","3.86","8.4","20.2","12","3.45","15.9","-1.4","17.07","8.25","7.91","0","8.46","502.21","17.8","","-0.01","0","53.05","1.06","","9.48","76.45","0.32","24.21","36.8","32.71","15.43","36.3","28.61","GODREJCP","532424","INE102D01028"
"26","Tata Motors PV","15","3","18","5","4","60","75","2.77","48.77","47.31","4.47","14.18","62382","124358","-4946.2","1.13","7.12","5.33","0.01","2.94","3.33","","330.56","343.24","1841.13","9.45","22.94","235.34","0.52","537.53","-1.45","0.56","0.31","-280.04","-264.17","181.98","255.31","","-0.01","0","42.56","0.96","","12.27","659.5","0.54","18.45","20.66","20.7","23.96","18.57","19.6","TMPV","500570","INE155A01022"
"27","Ambuja Cements","7","1","14","6","4","65","42.33","3.92","50.4","50.95","15.85","24.61","8624.9","9691.92","795.1","2.34","4.14","3.63","0.26","1.42","1.37","","98.92","49.89","124.11","18.88","14.54","86.08","78.14","42.98","3.86","3.78","3.4","286.49","123.44","88.73","22.76","","0","0","67.68","1.42","","39.94","65.17","0","9.16","11.57","8.19","7.79","10.66","7.47","AMBUJACEM","500425","INE079A01024"
"28","Adani Green Energy","21","1","11","5","5","50","31.83","1.13","45.6","37.69","23.35","89.96","10087","10882","","6.74","4.75","6.65","9.99","2.66","5.71","","6315.43","195.3","-107.03","82.31","11.88","-5.25","3.78","-22.84","-7.55","13.41","10.53","-113.01","-111.05","8.87","9.02","","0","0","62.43","0.51","","1.84","1371","7.29","8.02","12.33","10.82","13.47","14.71","11.8","ADANIGREEN","541450","INE364U01010"
"29","Union Bank","1","1","32","6","5","65","59.83","1.21","50.26","56.8","","","32285.62","95086.43","7329.4","1.24","6.46","2.3","0.45","2.32","2.15","-3.36","677.62","242.37","14.61","26.17","17.4","2.56","11.8","6.52","16.07","0.89","1.23","9.74","14.66","15.87","24.81","","0","0","74.76","","","1.44","","0.25","7.01","17.81","6.84","16.65","17.34","14.63","UNIONBANK","532477","INE692A01016"
"30","ICICI Prudential Asset","6","1","19","0","5","","3.67","","50.26","29.32","","73.07","3636.99","","","33.85","6.46","20.45","","2.32","10.73","","","","9.77","","","2.56","11.8","6.29","20.84","","","45.15","9.76","","","","","0","87.59","5.66","","196.06","","0","94.79","17.81","60.44","75.36","17.34","47.77","ICICIAMC","544658","INE346A01027"
"31","Trent","12","1","12","8","7","70","24.17","24.03","42.15","45.47","63.52","17.37","2977.01","3360.44","696.7","22.11","16.91","13.49","-8.01","7.44","12.29","","1159.75","1361.51","-12.29","17.01","8.73","-126.54","-443.74","34.05","-30.22","11.02","7.26","11.23","-12.32","-10.39","45.63","","0","0","37.01","1.83","","21.48","43.1","0.09","28.09","13.41","19.62","28.31","12.2","16.88","TRENT","500251","INE849A01020"
"32","Torrent Pharma","9","2","28","2","9","90","26.67","12.82","52.19","52.37","29.89","32.51","3744.26","3907","869.69","16.01","7.07","7.21","3.37","2.45","2.45","","86.51","145.92","7.85","32.6","17.47","12.84","36.79","12.65","37.81","9.51","11.05","30.52","7.78","18.76","63.23","","0","0","68.31","1.19","","14.84","43.15","0.4","28.71","22.64","23.07","25.17","17.45","17.79","TORNTPHARM","500420","INE685A01028"
"33","Cholamandalam","19","1","16","4","3","35","30.17","1.34","50.26","38.95","15.87","71.5","18480.81","20145.31","2615.11","6.45","6.46","4.06","1.44","2.32","1.41","","304.54","97.94","1.91","69.18","16.28","2.56","11.8","-1.86","1.44","4.95","4.84","19.62","1.85","20.59","55.18","","-0.16","0","49.72","1.46","","1.48","","7.4","27.82","17.81","34.62","18.01","17.34","14.63","CHOLAFIN","511243","INE121A01024"
"34","Vertis Infrastructure Trust","6","0","10","3","6","","25.33","12.9","45.6","20.79","","45.75","1015.52","1456.52","","18.6","4.75","7.07","0.74","2.66","1.7","","","","-30.17","54.58","19.48","-5.25","3.78","8.96","58.79","","55.25","197.07","-37.17","382.35","0.38","","","","","1.03","","2.64","","0.65","7.69","12.33","7.64","6.2","14.71","7.59","VERTIS","","INE0KXY23015"
"35","Canara Bank","1","2","30","2","6","70","60.33","1.19","50.26","56.8","","","32658.43","110040.08","9270.2","1.42","6.46","2.3","0.97","2.32","2.15","-11.28","982.97","186.37","51.8","26.77","13.77","2.56","11.8","6.52","16.07","0.66","1.12","15.8","51.99","8.33","19.1","","0","0","62.93","","","1.38","","0.91","6.93","17.81","6.84","17.72","17.34","14.63","CANBK","532483","INE476A01022"
"36","Punjab National Bank","4","1","23","9","6","60","58.17","1.16","50.26","56.8","","","28160.02","113948.29","6750","1.13","6.46","2.3","1.4","2.32","2.15","0.8","4114.91","378.67","8.4","22.17","13.63","2.56","11.8","6.52","16.07","0.89","1.08","15.55","8.3","5.69","15.48","","0","0","70.08","","","1.34","","0.85","5.94","17.81","6.84","14.8","17.34","14.63","PNB","532461","INE160A01022"
"37","Britannia Industries","8","0","15","6","7","80","26.67","22.53","52.35","50.38","35.11","19.02","3414.24","3596.25","888.79","37.97","21.92","39.82","7.05","8.37","5.83","","55.33","42.88","25.69","18.18","12.53","3.45","15.9","1.14","1.4","6.63","7.67","23.16","25.67","8.68","96.19","","0","0","50.55","1.08","","24.6","35.25","0.28","59.4","36.8","49.13","50.01","36.3","56.97","BRITANNIA","500825","INE216A01030"
"38","Tata Capital","8","1","9","3","2","","4","","50.26","38.95","","71.84","20340.8","16943.76","","3.94","6.46","4.06","","2.32","1.41","","","","14.54","","","2.56","11.8","-1.86","1.44","","","","8.79","","","","","0","85.41","1.14","","1.35","","7.66","56.45","17.81","34.62","13.46","17.34","14.63","TATACAP","544574","INE976I01016"
"39","Pidilite Industries","10","3","16","2","7","75","25.83","22.99","51.56","52.48","44.46","24.8","3259.73","3469.78","802.35","15.42","6.31","7.89","4.03","19.34","2.44","","85.97","71.94","-13.86","23.32","16.11","0.3","28.87","-6.07","12.09","11.03","10.66","-45.86","-56.96","16.42","21.88","","0","0","69.33","2.27","","64.74","13.5","0.02","27.05","16.66","18.23","21.28","12.97","14.15","PIDILITIND","500331","INE318A01026"
"40","IRFC","12","1","13","2","8","70","38.83","0.56","50.26","48","21.05","99.44","27002.4","26489.33","","2.67","6.46","1.87","2.98","2.32","1.3","","76.09","6.77","1.42","99.09","26.27","2.56","11.8","-6.51","14.03","5.98","5.62","10.4","1.47","7.18","5.36","","0","0","86.36","1.1","","1.32","","7.82","49.98","17.81","56.21","12.34","17.34","16.03","IRFC","543257","INE053F01010"
"41","DLF","8","4","18","5","7","70","32.17","4.06","43.22","48.08","53.99","38.91","3110.87","3753.07","","3.51","3.69","4.37","3.23","4.84","5.39","","848.91","191.01","1.97","21.2","46.58","28.06","70.67","35.84","75.05","21.07","15.87","13.55","1.89","10.54","17.89","","0","0","74.08","1.85","","7.83","101.1","0.09","6.26","10.88","11.57","10.26","11.26","11.96","DLF","532868","INE271C01023"
"42","Bharat Petroleum ","4","1","29","5","6","70","68.67","3.37","53.25","52.95","5.68","6.37","28086.1","41513.91","4600","1.65","1.9","2.07","0.08","0.91","0.97","","336.5","14.17","16.1","8.68","5.5","5.89","-31.07","9.04","-24.32","0.27","0.35","88.78","16.08","79.19","56.73","","0","0","52.98","0.8","","7.82","1400","0.63","16.3","10.1","9.37","16.38","9.53","8.92","BPCL","500547","INE029A01011"
"43","Muthoot Finance","5","2","28","2","4","55","35.17","1.89","50.26","38.95","12.66","73.18","14794.3","18791.31","3330.8","4.73","6.46","4.06","0.38","2.32","1.41","","69.93","32.77","20.06","75.96","29.76","2.56","11.8","-1.86","1.44","4.73","6.33","90.37","20.05","56.12","181.92","","0","0","73.35","1.29","","2","2525.4","3.38","47.55","17.81","34.62","18.15","17.34","14.63","MUTHOOTFIN","533398","INE414G01012"
"44","HDFC Life Insurance ","10","1","16","11","4","50","41","0.6","50.26","50.33","101.27","1.51","1468.63","2020.91","","9.61","6.46","7.29","10.04","2.32","3.43","","39.57","36.47","-6.71","0.48","1.82","2.56","11.8","-7.87","18.57","1.52","1.5","-1.02","-6.73","8.19","8.76","","-0.04","0","50.21","1.03","","11.52","","0.18","0.4","17.81","1.06","11.2","17.34","24.63","HDFCLIFE","540777","INE795G01014"
"45","Bank of Baroda","1","1","25","3","4","50","55.17","1.19","50.26","56.8","","","39365.42","106624.64","7754.28","1.07","6.46","2.3","-2.12","2.32","2.15","-3.5","2132.96","163.91","47.98","26.69","14.67","2.56","11.8","6.52","16.07","0.92","1.19","-4.15","47.99","-3.84","37.2","","0","0","63.97","","","1.48","","0.93","6.53","17.81","6.84","14.14","17.34","14.63","BANKBARODA","532134","INE028A01039"
"46","Varun Beverages","11","1","12","7","5","60","28.5","16.64","51.46","51.16","44.69","24.15","4832.34","5287.96","342.83","17.28","7.93","14.28","3.19","1.46","2.6","","453.26","273.84","-43.72","23.57","14.03","-10.1","45.32","-17.43","20.08","10.79","7.53","14.66","-43.7","16.86","8.78","","0","0.04","59.44","1.74","","10.73","40","0.14","20.86","24.97","21.08","15.62","27.07","15.52","VBL","540180","INE200M01039"
"47","Divi's Laboratories","9","2","14","3","7","70","26","51.2","52.19","52.37","44.96","35.47","3320","3678","752.35","10.43","7.07","7.21","1.83","2.45","2.45","","59.17","-25.99","26.42","32.37","24.78","12.84","36.79","12.65","37.81","16.34","16.03","35.26","26.74","35.35","93.61","","-0.01","0","51.88","6.94","","1660","","0","18.85","22.64","23.07","14.63","17.45","17.79","DIVISLAB","532488","INE361B01024"
"48","Jio Financial ","12","2","11","7","5","60","25.33","10.99","50.26","38.95","91.13","77.54","1584.26","2120.09","","1.21","6.46","4.06","-702.52","2.32","1.41","","","","-61.3","68.21","53.71","2.56","11.8","-1.86","1.44","70.73","54.44","-8.7","-61.82","-0.14","2.53","","0","0","47.12","30.42","","207.09","","0.03","1.2","17.81","34.62","1.3","17.34","14.63","JIOFIN","543940","INE758E01017"
"49","Tata Motors CV","7","0","12","9","2","","0.5","","48.77","33.14","","0","-0.08","","","15.65","7.12","10.54","","2.94","2.18","","","","-172.36","","","235.34","0.52","-88.03","20.32","0","","-258.29","-172.32","","","","","0","42.56","1.28","","0","","0","-362.96","20.66","16.95","-362.96","18.57","20.04","TMCV","544569","INE1TAE01010"
"50","TVS Motor Company","7","1","28","8","8","90","32","4.25","48.77","55.43","20.71","15.23","6718.28","7554.27","1387.95","20.89","7.12","10.48","1.67","2.94","1.85","","257.91","195.39","30.4","15.37","5.35","235.34","0.52","-1.87","7.67","2.61","3.46","41.86","30.37","38.82","55.14","","0","0","50.27","1.12","","3.21","45.5","3.25","22.9","20.66","25.39","26.29","18.57","22.72","TVSMOTOR","532343","INE494B01023"
"51","Tech Mahindra","4","1","24","9","8","80","37","8.16","53.73","55.3","15.58","14.75","7819.2","8445.8","1973.58","6.21","9.84","10","1.58","9.9","10.56","","5.42","-23.62","-6.07","15.07","8.39","-9.63","7.88","-9.36","6.66","2.37","3.1","14.05","-6.08","23.44","47.19","24.73","0","0","34.98","1.87","","24.31","78.8","0.02","18.74","37.81","39.64","15.53","30.66","32.17","TECHM","532755","INE669C01036"
"52","LTIMindtree","8","4","12","5","6","55","31.5","16.2","53.73","55.3","17.29","19.69","7484.6","7759","1728.24","7.53","9.84","10","9.19","9.9","10.56","","202.53","100.22","-30.73","17.6","11.66","-9.63","7.88","-9.36","6.66","3.5","4.32","-10.64","-30.73","4.03","160.35","57.74","-0.01","0","68.53","3.51","","26.84","69.4","0","26.32","37.81","39.64","20.26","30.66","32.17","LTIM","540005","INE214T01019"
"53","Hyundai Motor","9","2","12","2","6","70","32.83","11.42","48.77","47.31","13.32","14.19","9823.81","9922.41","1641.99","10.06","7.12","5.33","-7.4","2.94","3.33","","","94.38","14.83","13.18","8.35","235.34","0.52","537.53","-1.45","2","2.58","14.29","14.84","-4.17","70.35","","0","0","82.5","1.42","","77.23","25","0.05","40.98","20.66","20.7","34.61","18.57","19.6","HYUNDAI","544274","INE0V6F01027"
"54","InterGlobe Aviation","8","2","15","9","5","50","40.33","2.54","52.91","44.23","8.45","26.42","21353.6","19821.1","2109.67","21.35","8.89","21.25","-1.22","1.69","1.14","","3206.15","217.8","121.3","20.39","3.79","0.75","7.1","97.75","-5.15","2.44","2.18","-77.56","121.29","-47.22","83.08","","0","0","41.58","1.48","","4.2","1592.9","0.19","15.52","14.28","15.63","77.47","30.44","77","INDIGO","539448","INE646L01027"
"55","Shriram Finance","13","0","24","10","3","35","29.33","1.72","50.26","38.95","11.19","71.82","30049.15","34258.79","5272","3.11","6.46","4.06","-7.13","2.32","1.41","","280.29","251.1","9.31","72.68","19.43","2.56","11.8","-1.86","1.44","2.95","4","-84.42","9.35","-2.89","48.62","","-0.01","0","25.38","2.31","","1.63","","4.15","17.3","17.81","34.62","16.91","17.34","14.63","SHRIRAMFIN","511218","INE721A01047"
"56","Grasim Industries","20","1","14","5","2","35","34.17","0.77","50.4","50.95","13.93","20.01","29721.23","27141.24","-81.5","1.95","4.14","3.63","-17.34","1.42","1.37","","-16","-50.92","-60.99","16.22","2.75","86.08","78.14","42.98","3.86","1.2","1.22","39.25","-60.98","-2.57","64.17","","0.11","0","43.22","0.9","","2.38","210","1.88","5.86","11.57","8.19","3.8","10.66","7.47","GRASIM","500300","INE047A01021"
"57","Eicher Motors","3","3","25","6","5","65","30.33","21.94","48.77","55.43","24.37","31.88","6016.93","6639.71","1319.3","8.9","7.12","10.48","1.96","2.94","1.85","","159.07","182.38","13.63","24.14","23.84","235.34","0.52","-1.87","7.67","7.77","9.17","24.36","13.61","19.66","186.2","","0","0","49.06","1.63","","110.73","21.2","0.01","23.08","20.66","25.39","22.23","18.57","22.72","EICHERMOT","505200","INE066A01021"
"58","SBI Life Insurance ","11","1","20","5","6","60","40.83","0.54","50.26","50.33","50.38","2.6","3042.6","2682.12","695.87","12.57","6.46","7.29","6.69","2.32","3.43","","69.69","60.25","-16.79","1.12","2.36","2.56","11.8","-7.87","18.57","1.33","1.96","-6.81","-16.86","12.46","24.46","","-0.02","0","55.34","1.39","","265.96","","0","0.65","17.81","1.06","14.2","17.34","24.63","SBILIFE","540719","INE123W01016"
"59","Hindalco Industries","4","0","32","9","8","80","60.67","2.56","60.22","70.26","5.87","14.47","34513","35598","5978","1.6","6.45","4.44","0.29","5.83","2.02","","324.77","16.54","18.41","13.13","7.01","-12.63","18.76","-3.45","118.47","0.64","0.85","21.38","18.41","42.24","79.04","","0","0","34.64","1.56","","10.09","1070","0.5","13.28","23.41","22.97","12.93","24.83","26.38","HINDALCO","500440","INE038A01020"
"60","Indian Oil","4","1","21","8","5","60","67.5","2.15","53.25","56.09","8.09","5.21","39504.27","56282.19","12422.15","1.14","1.9","1.88","0.22","0.91","0.47","","1622.48","-45.83","14.73","6.85","3.27","5.89","-31.07","-1.91","-57.94","0.23","0.3","4833.33","14.75","41.81","17.61","","0","0","51.5","0.68","","4.27","2130.3","0.76","8.22","10.1","13.58","7.29","9.53","11.76","IOC","530965","INE242A01010"
