"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"11","Vishnu Chemicals","8","0","16","7","5","70","41.83","4.71","51.56","52.48","13.71","16.84","243.69","264.16","","3.39","6.31","7.89","0.68","19.34","2.44","","469.72","55.59","2.04","15.97","9.16","0.3","28.87","-6.07","12.09","2.13","2.25","39.83","1.88","36","20.57","","0","0","69.21","1.7","","6.53","","0.37","17.99","16.66","18.23","13.66","12.97","14.15","VISHNU","516072","INE270I01022"
"12","Shanthi Gears","13","0","17","3","7","65","29.17","22.8","48.77","50.85","24.77","23.71","143.39","127.22","","7.87","7.12","5.9","-2.48","2.94","4.12","","281.22","126.11","-24.73","20.68","15.43","235.34","0.52","14.61","2.2","5.98","6.33","-38.48","-24.91","-16.52","10.8","","0","0","70.47","3.8","","0","","0","32.21","20.66","18.62","23.82","18.57","14.6","SHANTIGEAR","522034","INE631A01022"
"13","Optiemus Infracom","21","1","10","4","3","45","29.33","3.94","34.16","33.6","29.94","6.65","125.75","131.87","","4.77","10.06","13.3","36.09","10.71","10.8","","174.64","6971.01","15.47","6.61","3.88","43.29","70.27","25.75","54.66","1.99","1.92","20","14.97","1.38","7.75","","-0.39","3.31","72.17","1.5","","4.19","","0.2","12.44","17.68","22.21","9.96","11.97","14.32","OPTIEMUS","530135","INE350C01017"
"14","Gujarat Themis ","20","1","10","3","4","40","24.83","40.55","52.19","52.37","43.28","47.26","71.28","72.45","","12.99","7.07","7.21","-8.51","2.45","2.45","","106.01","11.8","57.41","44.87","31.06","12.84","36.79","12.65","37.81","20.34","22.09","35.05","57.83","-8.36","4.43","","0","4.49","70.86","2.53","","195.82","","0.12","23.47","22.64","23.07","19.63","17.45","17.79","","506879","INE942C01045"
"15","Kesar","8","0","17","0","5","","17.5","15.93","43.22","48.08","54.25","25.42","27.41","27.41","","60.61","3.69","4.37","","4.84","5.39","","","","","","","28.06","70.67","35.84","75.05","13.86","","","","","6.92","","-1.26","0","73.47","1.79","","27.92","","0.55","52.17","10.88","11.57","39.38","11.26","11.96","","543542","INE0L1C01019"
"16","WPIL","22","1","9","4","2","40","31.33","2.63","51.2","50.35","13.64","18.25","329.92","296.82","","2.34","12.04","15.47","-0.44","3.49","2.93","","134.85","35.65","83.15","14.65","5.49","23.52","10.25","13.68","2.08","2.33","1.97","-31.93","83.41","-80.99","9.88","","0","1.16","70.8","1.68","","8.47","","0.32","16.77","24.14","28.12","9.62","20.49","22.83","","505872","INE765D01022"
"17","The Anup Engineering","19","1","4","6","1","25","27","8.61","51.2","50.35","40.96","23.24","170.36","184.54","","5.45","12.04","15.47","","3.49","2.93","","175.33","90.64","22.06","22.52","14.99","23.52","10.25","13.68","2.08","9.5","4.33","-1.54","22.12","","59.94","","-0.06","0","40.92","1.9","","51.02","","0.05","22.91","24.14","28.12","19.33","20.49","22.83","ANUP","542460","INE294Z01018"
"18","RPG Life Sciences","6","2","22","3","6","70","45.17","19.85","52.19","52.37","21.05","26.37","172.33","288.41","","6.28","7.07","7.21","0.08","2.45","2.45","","531.64","255.94","40.17","22.38","32.33","12.84","36.79","12.65","37.81","5.76","5.22","777.17","40.13","204.87","130.25","","0","0","72.95","3.88","","277.95","","0","28.04","22.64","23.07","34.53","17.45","17.79","RPGLIFE","532983","INE105J01010"
"19","Bosch Home Comfort","20","1","14","1","8","75","33.33","3.59","46.64","38.5","29.69","5.71","157.43","113.59","","7.34","8.99","10.55","157.94","3.93","7.87","","-29.57","264.95","-362.03","3.91","1.07","25.77","16.72","-7.75","87.99","1.75","1.34","-32.43","-362.5","0.79","10.3","","7.97","29.19","82.22","1.28","","27.86","","0","12.1","24.97","28.93","9.17","20.74","25.06","BOSCH-HCIL","523398","INE782A01015"
"20","Ellenbarrie Industrial Gases","14","2","11","5","3","45","25.67","7.3","51.2","45.93","","46.62","145.68","195.13","","3.81","12.04","11.38","","3.49","6.14","","","","96.22","36.33","29.27","23.52","10.25","66.24","20.73","","8.59","15.49","83.8","","8.48","","0","0","77.16","1.41","","8.5","","0.52","17.9","24.14","15.26","17.71","20.49","12.42","ELLEN","544421","INE236E01022"
"21","Madhya Bharat Agro ","5","0","16","0","7","90","43.67","6.93","51.46","51.46","17.66","14.79","156.7","235.44","","7.66","13.25","13.25","0.25","0.95","0.95","","287.37","0.8","4.26","12.51","5.92","80.31","151.11","80.31","151.11","2.32","1.98","77.45","4.02","134.71","11.95","","0.13","0","74.76","1.45","","5.58","","0.79","20.63","20.27","20.27","14.23","11.93","11.93","MBAPL","","INE900L01010"
"22","Kitex Garments","12","0","14","0","4","45","29.67","2.18","47.61","32.04","21.79","22.31","219.3","167.1","","3.42","16.3","12.45","-5.81","3.03","3.65","","34.21","10.88","-107.46","13.82","10.42","4.96","-13.36","5.41","23.18","3.65","3.98","-101.43","-107.69","-6.57","4.68","","0","0","56.66","2.53","","15.65","","1.05","8.85","27.03","22.5","13.43","21.4","20.12","KITEX","521248","INE602G01020"
"23","NACL Industries","24","0","15","4","2","40","23","3.62","51.56","52.2","-43.48","-4.44","-54.83","-2.25","","5.15","6.31","3.66","0.39","19.34","4.4","","-650.36","-225.48","-80.44","-1.24","-5.14","0.3","28.87","26.21","98.53","1.66","2.6","-82.67","-80","-129.28","-3.02","","-7.39","0","45.69","0.97","","-0.84","","0.93","-15.65","16.66","16.45","-21.57","12.97","11.75","NACLIND","524709","INE295D01020"
"24","Indostar Capital","19","0","9","4","2","30","52.17","0.98","50.26","38.95","12.94","58.68","824","1557.43","","0.89","6.46","4.06","0.01","2.32","1.41","","137.13","116.36","-98.08","22.7","42.88","2.56","11.8","-1.86","1.44","2.97","2.47","-66.95","-98.08","470.15","38.38","","-2.57","0","70.39","1.3","","1.11","","1.9","21.72","17.81","34.62","3.31","17.34","14.63","INDOSTAR","541336","INE896L01010"
"25","Orchid Pharma","14","3","10","1","3","55","27.33","6.16","52.19","52.37","27.2","15.69","144.65","101.65","","2.81","7.07","7.21","-1.22","2.45","2.45","","176.03","5207.46","-138.39","8.16","6.36","12.84","36.79","12.65","37.81","4.27","4.36","-121.04","-138.44","-56.08","10.3","","0","0","69.84","2.83","","9.95","","0.14","7.85","22.64","23.07","7.86","17.45","17.79","ORCHPHARMA","524372","INE191A01027"
"26","Route Mobile","22","4","7","0","5","50","52","3.56","53.73","38.66","8.72","12.55","574.55","379.83","","1.43","9.84","9.55","-0.39","9.9","2.02","","360.99","91.88","-139.86","10.63","3.78","-9.63","7.88","-26.1","162.85","1.28","0.8","-120.91","-139.88","-54.22","27.15","","-0.01","0","74.85","2.11","","14.04","","0.18","19.17","37.81","11.11","13.11","30.66","8.96","ROUTE","543228","INE450U01017"
"27","Bondada Engineering","8","1","11","1","4","","21.33","","50.4","50.11","23.1","11.66","183.32","183.32","","6.27","4.14","4.97","","1.42","1.56","","","929.17","","","","86.08","78.14","176.35","-0.36","2.62","","","","","10.03","","0","0","61.55","1.53","","7.37","","0.41","35.52","11.57","15.05","25.05","10.66","13.21","","543971","INE0Q8P01029"
"28","Anand Rathi Share Stock","9","1","17","0","5","50","41.67","1.52","50.26","43.38","","36.96","312.58","344.42","","2.79","6.46","14.96","","2.32","1.35","","","103.96","32.63","38.97","12.11","2.56","11.8","11.49","23.45","","4.14","55.14","20.26","","16.92","","0.02","0","69.92","1.16","","2.13","","1.81","51.25","17.81","35.44","20.56","17.34","28.72","ARSSBL","544530","INE549H01021"
"29","Senores Pharmaceuticals","10","1","23","4","5","65","31.83","6.4","52.19","52.37","23.7","27.35","108.96","181.43","38.2","4.48","7.07","7.21","0.55","2.45","2.45","","","5809.18","-2.22","26.7","17.26","12.84","36.79","12.65","37.81","6.62","6.19","44.64","11.47","65.02","22.06","","0","1.9","45.8","3","","5.06","","0.39","9.34","22.64","23.07","7.44","17.45","17.79","SENORES","544319","INE0RB801010"
"30","Hemisphere Properties","7","0","9","1","3","","1.5","2.24","43.22","48.08","-1153.27","-338.32","-3.07","-4.76","","8.3","3.69","4.37","-58.41","4.84","5.39","","-892.65","49.41","-36.88","-1067.01","-1005.22","28.06","70.67","35.84","75.05","3991.94","3806.64","-85.71","-44.44","6.48","-0.34","","0","0","51.12","0.08","","-0.5","","0.17","-0.7","10.88","11.57","-2.15","11.26","11.96","HEMIPROP","543242","INE0AJG01018"
"31","Pace Digitek","12","0","9","3","4","50","34","3.23","34.16","35.54","","20.71","505.13","394.9","","2.82","10.06","2.32","","10.71","0.08","","","","18.33","17.28","11.42","43.29","70.27","543.18","-34.37","","1.7","-42.47","18.48","","11.38","","","0","69.52","1.72","","4.39","","0.14","38.42","17.68","13.76","22.87","11.97","9.26","PACEDIGITK","544550","INE0S3G01027"
"32","Greaves Cotton","12","1","9","4","5","60","38.5","3.79","48.77","50.85","26.38","6.52","190.39","248.68","31","2.68","7.12","5.9","0.88","2.94","4.12","","-54.79","265.44","-21.4","6.2","3.32","235.34","0.52","14.61","2.2","1.71","1.17","900","-21.13","40.24","4.46","","0","0","55.8","1.69","","11.69","","0.04","5.14","20.66","18.62","4.15","18.57","14.6","GREAVESCOT","501455","INE224A01026"
"33","JTEKT","10","1","8","1","3","45","39.17","6","48.77","50.85","16.9","8.1","194.5","193.58","","3.24","7.12","5.9","-2.17","2.94","4.12","","173.62","127.13","68.53","7.25","2.86","235.34","0.52","14.61","2.2","1.31","1.51","-11.69","58.14","-24.31","2.52","","0","0","74.98","1.11","","18.85","","0.17","11.54","20.66","18.62","8.55","18.57","14.6","JTEKTINDIA","520057","INE643A01035"
"34","Sanathan Textiles","12","0","16","5","3","45","45.33","2.47","47.61","48.96","14.27","9.34","280.27","277.11","","1.99","16.3","3.57","-1.47","3.03","4.28","","","-54.86","-50.23","8.52","4.55","4.96","-13.36","-26.38","-44.53","1.02","1.21","-47.46","-50.31","-18.19","16.39","","0","0","78.58","1.27","","15.61","","0.6","8.21","27.03","14.98","8.87","21.4","12.07","SANATHAN","544314","INE0JPD01013"
"35","Artemis Medicare Serv","5","2","19","1","7","80","38.67","5.87","44.15","42.95","19.68","19.72","184.78","201.1","","4.18","8.43","8.55","0.83","4.59","5.51","","317.46","159.71","40.84","16.5","9.48","16.82","90.18","23.21","111.56","4.04","3.69","33.8","40.74","46.84","6","","-8.14","0","58.39","2.49","","5.78","","0.32","12.23","15.63","13.9","10.74","22.02","23.28","ARTEMISMED","542919","INE025R01021"
"36","Pondy Oxides & Chem","8","1","20","2","6","80","36.83","19.8","60.22","65.64","17.48","5.2","107.11","150.85","","5.39","6.45","21.11","0.54","5.83","1","","","","34.6","6.48","3.9","-12.63","18.76","46.78","33.57","0.88","1.62","-2.87","31.88","76.7","31.65","","0","0","39.34","3.39","","8.79","","0.19","15.15","23.41","60.67","9.79","24.83","72.89","","532626","INE063E01053"
"37","Gopal Snacks","19","2","10","4","4","45","28.83","20.11","52.35","50.38","30.25","7.54","110.79","48.91","","8.54","21.92","39.82","-9.29","8.37","5.83","","","-54.26","-39.7","5.07","0.3","3.45","15.9","1.14","1.4","2.24","2.62","188.37","-39.81","-95.04","0.34","","0","10.34","81.47","2.16","","32.84","","0.16","18.56","36.8","49.13","4.69","36.3","56.97","GOPAL","544140","INE0L9R01028"
"38","Zaggle Prepaid Ocean","17","3","11","0","5","60","37.83","35.65","53.73","39.28","29.75","10.79","140.78","176.5","","2.83","9.84","5.56","0.58","9.9","1.51","","","","33.99","9.21","7.4","-9.63","7.88","-32.23","25.71","3.71","2.45","57.23","34.54","56.83","8.33","","-0.07","0.36","44.13","20.06","","18.39","","0.01","9.97","37.81","17.27","7.04","30.66","14.12","ZAGGLE","543985","INE07K301024"
"39","Heritage Foods","5","0","15","5","6","60","44.5","7.64","52.35","50.38","10.15","8.67","358.84","329.12","","3.55","21.92","39.82","-22.09","8.37","5.83","","217.45","94.97","25.77","7.04","3.99","3.45","15.9","1.14","1.4","0.86","0.86","4.96","25.86","-0.97","18.62","","0","0","41.3","1.82","","23.25","4.4","0.14","24.47","36.8","49.13","19.37","36.3","56.97","HERITGFOOD","519552","INE978A01027"
"40","Colab Platforms","8","0","25","1","7","65","19.17","1642.73","50.26","45.38","275.44","5.07","3.5","4.97","","135.56","6.46","113.92","6.36","2.32","5.84","","1830.12","1918.91","30.01","1.87","4.41","2.56","11.8","-39.04","-44.72","14.02","35.1","2466.67","1183.33","125.19","0.23","","0","0","33.88","4.2","","11991.09","","0","14.19","17.81","28.64","11.65","17.34","20.82","","542866","INE317W01030"
"41","Stylam Industries","5","1","17","0","4","45","35.83","21.33","44.07","44.08","14.43","18.79","192.68","212.05","48.8","5.14","5.14","5.37","3.01","8.41","8.71","","553.81","100.17","23.24","18.72","12.7","65.35","-38.71","98.49","-30.98","2.73","3.34","54.76","22.51","8.73","83.32","","0","0","52.19","4.36","","49.19","","0.05","25.15","13.02","13.34","18.53","9.22","9.25","STYLAMIND","526951","INE239C01020"
"42","Balaji Amines","17","0","9","1","6","60","40.83","6.96","51.56","52.48","14.1","18.99","265.35","251.84","","1.98","6.31","7.89","-0.92","19.34","2.44","","50.31","-57.24","-9.05","16.12","10.69","0.3","28.87","-6.07","12.09","2.8","2.72","-15.65","-9.04","-27.7","45","","0","17.67","54.59","7.26","","71.75","","0.01","10.22","16.66","18.23","8.53","12.97","14.15","BALAMINES","530999","INE050E01027"
"43","KRN Heat Exchanger","10","1","8","4","5","60","27","25.25","44.28","41.35","64.25","19.16","82.37","97.74","","7.05","6.02","15.05","1.88","8.93","3.22","","","","45.09","16.18","11.57","53.7","37.53","-80.42","-320.66","12.59","7.31","9.85","45","33.57","9.5","","0","0","70.79","4.52","","24.14","","0.07","15.51","13.06","16.92","10.6","14.69","10.38","KRN","544263","INE0Q3J01015"
"44","Restaurant Brands Asia","6","1","18","1","3","45","24.83","1.94","46.93","40.47","10.89","11.74","299.58","333.31","","4.66","7.01","11.4","-1.76","47.48","16.42","","","-10.35","-39.72","10.72","-7.75","87.95","35.57","13.77","-3.22","1.38","1.4","16.53","-40.28","10.29","-3.56","","-0.01","0","11.26","0.88","","1.86","42","0.33","-2.67","13.84","16.63","-23.79","13.11","11.3","RBA","543248","INE07T201019"
"45","Samhi Hotels","10","0","19","8","5","60","55.33","1.63","46.93","48.96","12.15","37.67","425.69","514.87","91.3","2.1","7.01","5.63","0.04","47.48","51.3","","","119.29","434.91","36.4","15.12","87.95","35.57","110.36","39.37","2.75","3.18","691.23","418.39","485.41","8.06","","0","0","0","0.59","","1.86","","1.86","9.3","13.84","13","7.48","13.11","13.66","SAMHI","543984","INE08U801020"
"46","Heidelberg Cement","13","1","10","5","5","50","42","3.28","50.4","50.95","14.3","13.25","284.89","308.94","","2.87","4.14","3.63","-19.65","1.42","1.37","","-60.18","-57.68","-48.31","11.92","5.69","86.08","78.14","42.98","3.86","2.09","1.66","124.49","-48.36","-1.48","5.68","","0","0","69.39","1.09","","9.73","","0.05","10.84","11.57","8.19","7.65","10.66","7.47","HEIDELBERG","500292","INE578A01017"
"47","KNR Constructions","16","2","11","1","4","45","41","2.25","50.4","50.11","4.1","40.83","1941.07","907.29","50.9","0.79","4.14","4.97","-0.14","1.42","1.56","","277.35","162.38","-15.19","27.66","19.98","86.08","78.14","176.35","-0.36","1.35","1.23","-76.31","-15.26","-44.36","21.9","","0","0","48.81","4.08","","9.34","3.6","0.41","25.6","11.57","15.05","22.06","10.66","13.21","KNRCON","532942","INE634I01029"
"48","Shoppers Stop","20","3","9","0","3","40","26.5","1.53","42.15","45.47","8.33","16.47","762.53","775.85","","13.17","16.91","13.49","1.38","7.44","12.29","","107.67","123.17","180.16","14.9","-0.36","-126.54","-443.74","34.05","-30.22","1.3","0.77","-69.26","179.78","-155.26","-1.61","","0.17","9.78","65.7","0.85","","2.92","68.8","1.06","8.69","13.41","19.62","3.39","12.2","16.88","SHOPERSTOP","532638","INE498B01024"
"49","Orient Electric","6","2","16","4","8","80","39.67","5.45","46.64","38.5","20.54","6.96","215.54","219.88","48.4","5.36","8.99","10.55","1.28","3.93","7.87","","5.84","-34.29","115.42","6.74","2.68","25.77","16.72","-7.75","87.99","1.44","1.17","-3.94","114.04","34.09","4.07","","0","0","38.31","1.33","","8.9","5.2","0.02","17.73","24.97","28.93","11.98","20.74","25.06","ORIENTELEC","541301","INE142Z01019"
"50","Vaibhav Global","5","0","33","2","8","75","50","6.12","47.61","32.04","11.43","9.38","317.27","345.28","","2.63","16.3","12.45","0.44","3.03","3.65","","-19.39","-35.48","26.36","8.84","5.2","4.96","-13.36","5.41","23.18","1.08","1.08","69.64","26.11","47.27","10.96","","-0.07","0","57.11","2.37","","21.23","","0.08","14.78","27.03","22.5","11.36","21.4","20.12","VAIBHAVGBL","532156","INE884A01027"
"51","Seshaasai Technologies","13","0","5","4","5","60","38.5","6.85","53.73","38.66","","25.31","370.36","350.93","","2.98","9.84","9.55","","9.9","2.02","","","","56.17","24.87","15.4","-9.63","7.88","-26.1","162.85","","2.79","-12.7","54","","13.04","","0","0","81.8","1.78","","10.8","","0.55","40.99","37.81","11.11","34.83","30.66","8.96","STYL","544533","INE04VU01023"
"52","Tanfac Industries","10","1","13","0","6","60","25.5","23.25","51.56","49.32","21.96","23.66","131.82","120.03","","11.29","6.31","5.14","-12.36","19.34","112.16","","419.3","65.43","-9.34","17.03","10.85","0.3","28.87","-11.94","20.27","5.19","5.56","-55.26","-9.35","-4.14","75.03","","0","0","51.81","2.29","","50.75","","0.13","38.07","16.66","12.41","28.25","12.97","10.75","","506854","INE639B01015"
"53","Skipper","12","2","12","7","7","85","50.17","3.23","50.4","50.11","11.73","10.18","471.18","501.87","","3.01","4.14","4.97","0.46","1.42","1.56","","262.01","493.89","-18.18","9.97","3.37","86.08","78.14","176.35","-0.36","1.07","0.78","4.79","-18.2","49.82","14.73","","0","0","66.48","1.26","","2.21","","0.59","25.77","11.57","15.05","12.51","10.66","13.21","SKIPPER","538562","INE439E01022"
"54","Sustainable Energy Infra","6","0","9","0","7","60","38.17","1.02","","","","87.11","681.03","672.72","","1.24","","","0.63","","","","","","-82.97","84.41","16.85","","","","","","4.96","-43.75","-82.8","46.44","4.04","","","","","5.05","","2.46","","1.05","5.41","","","4.44","","","SEITINVIT","","INE0R8O23017"
"55","Datamatics Global ","10","2","16","3","4","60","48.67","5.35","53.73","55.3","13.52","15.99","275.7","375.4","","2.65","9.84","10","0.56","9.9","10.56","","221.63","30.19","25.53","15.63","12.38","-9.63","7.88","-9.36","6.66","2.21","2.05","49.03","25.59","29.57","39.38","","0","0","66.33","3.08","","27.76","","0.12","12.88","37.81","39.64","15.02","30.66","32.17","DATAMATICS","532528","INE365B01017"
"56","Laxmi Organic Ind","18","1","7","7","3","45","38.5","3.4","51.56","52.48","16.37","10.21","305","217.76","","2.01","6.31","7.89","-1.23","19.34","2.44","","61.91","-55.73","-48.51","6.98","2.89","0.3","28.87","-6.07","12.09","1.63","1.34","-59.41","-46.75","-37.68","3.01","","0","0","69.35","1.34","","14.91","","0.13","9.08","16.66","18.23","5.95","12.97","14.15","LXCHEM","543277","INE576O01020"
"57","HG Infra Engineering","22","3","6","1","2","30","41.33","1.61","50.4","50.11","10.06","21.19","1071.9","1030.74","211.6","1.25","4.14","4.97","-0.41","1.42","1.56","","203.38","33","-47.2","19.8","8.24","86.08","78.14","176.35","-0.36","1.36","0.77","-35.78","-47.8","-22.83","63.4","","0","0","71.78","1.58","","4.05","34.2","1.39","14.62","11.57","15.05","17.13","10.66","13.21","HGINFRA","541019","INE926X01010"
"58","Jana Small Finance","11","2","9","1","4","45","58.33","1.41","50.26","50.69","","","1286.93","2930.68","","0.95","6.46","3.15","-0.22","2.32","1.48","-5.83","1564.07","2770.01","-26.43","23.3","8.34","2.56","11.8","403.95","-82.55","0.91","0.79","-22.92","-26.42","-43.19","39.05","","-0.01","0","21.86","","","1.53","","0.94","9.55","17.81","14.03","12.17","17.34","10.44","JSFB","544118","INE953L01027"
"59","National Fertilizers","10","1","12","3","7","65","56.17","2.82","51.46","51.46","8.4","3.55","702.76","677.66","","1.51","13.25","13.25","-0.52","0.95","0.95","","201.61","293.64","9.2","2.91","0.51","80.31","151.11","80.31","151.11","0.2","0.19","-392","8.75","-70.89","2.15","","0","0","74.71","1.01","","3.11","","0.73","7.49","20.27","20.27","6.77","11.93","11.93","NFL","523630","INE870D01012"
"60","TechNVision Ventures","7","0","18","0","5","55","19.33","15.32","53.73","55.3","804.72","2.28","5.21","7.48","","1714.68","9.84","10","-32.8","9.9","10.56","","104.68","-99.09","2369.2","2.38","0.52","-9.63","7.88","-9.36","6.66","18.58","15.65","127.74","2180","-92.65","2.04","","0","0","74.32","1.05","","2.58","","1.87","7.07","37.81","39.64","1.47","30.66","32.17","","501421","INE314H01012"
"61","Chemplast Sanmar","17","1","8","1","3","40","27.5","1.11","51.56","52.48","30.14","6.11","265.72","169.79","-70.2","2","6.31","7.89","0.25","19.34","2.44","","-133.89","-117.01","20.56","2.97","-5.03","0.3","28.87","-6.07","12.09","1.59","0.9","-64.62","20.15","-70.66","-13.81","","0","0","54.99","0.65","","1.13","","16.62","1.76","16.66","18.23","-99.65","12.97","14.15","CHEMPLASTS","543336","INE488A01050"
