"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"31","Honasa Consumer","14","1","8","4","5","55","31.67","10.64","52.35","54.29","49","7.12","147.27","230.58","37.71","6.92","21.92","14.96","0.98","8.37","9.15","","","362.53","-5.08","6.71","6.02","3.45","15.9","-1.4","17.07","3.65","4.03","312.28","-4.72","68.53","4.04","","0.57","4.15","35.54","2.07","","11.64","","0","7.86","36.8","32.71","6.16","36.3","28.61","HONASA","544014","INE0J5401028"
"32","Tamilnad Mercantile Bank","2","0","29","5","7","80","58.67","1.3","50.26","56.8","","","1831.97","4784.91","","0.98","6.46","2.3","0.94","2.32","2.15","6.28","190.07","43.89","4.14","30.63","22.19","2.56","11.8","6.52","16.07","1.23","1.61","4.7","4.16","7.69","76.7","","0","0","0","","","1.58","","0.06","7.49","17.81","6.84","13.12","17.34","14.63","TMB","543596","INE668A01016"
"33","NCC","15","4","12","2","4","65","53.67","2.02","50.4","50.11","6.44","9.34","2073.62","2014.45","","1.18","4.14","4.97","-2.39","1.42","1.56","","143.63","69.96","-19.49","8.71","3.74","86.08","78.14","176.35","-0.36","0.59","0.42","-5.38","-19.61","-4.67","12.64","","0.14","0","22.25","1.34","","3.05","","0.22","23.58","11.57","15.05","11.19","10.66","13.21","NCC","500294","INE868B01028"
"34","Viyash Scientific","7","1","24","4","7","85","27.17","7.66","52.19","52.37","21.06","11.37","176.48","198.53","","10.51","7.07","7.21","1.63","2.45","2.45","","-68.7","-46.96","3","11.38","2.71","12.84","36.79","12.65","37.81","2.11","5.36","490","3.51","121.95","1.03","","9.08","0","61.41","1.73","","2.9","","0.63","10.03","22.64","23.07","3.1","17.45","17.79","VIYASH","512529","INE807F01027"
"35","Procter & Gamble Health","9","2","18","2","7","75","35","24.98","52.19","52.37","25.39","35.19","328.74","431.01","","14.48","7.07","7.21","0.71","2.45","2.45","","-7.74","21.76","33.79","32.31","23.89","12.84","36.79","12.65","37.81","9.14","6.99","7.54","33.78","40.9","184.83","","0","0","51.82","2.44","","764.51","","0","53.9","22.64","23.07","43.65","17.45","17.79","PGHL","500126","INE199A01012"
"36","Ramkrishna Forgings","28","1","11","5","3","30","30.5","2.5","51.2","57.12","27.27","14.52","585.94","545.25","","2.93","12.04","5.85","-0.78","3.49","4.63","","4180.6","109.58","242.88","13.43","5.44","23.52","10.25","-0.55","4.75","3.47","2.27","-86.39","241.51","-53.53","11.93","","0","15.76","43.13","1.1","","3.53","","0.66","7.34","24.14","18.23","13.66","20.49","12.83","RKFORGE","532527","INE399G01023"
"37","Aequs","7","0","7","1","2","","1.83","","51.2","50.35","","11.67","107.97","","","10.36","12.04","15.47","","3.49","2.93","","","3.63","","","","23.52","10.25","13.68","2.08","","","","","","","","","0","59.08","1.07","","1.83","","0.61","0.39","24.14","28.12","-14.27","20.49","22.83","AEQUS","544634","INE947N01017"
"38","Jyothy Labs","12","4","8","1","5","50","34.83","11.43","52.35","54.29","21.48","19.52","555.3","532.27","100.1","6.29","21.92","14.96","-3.62","8.37","9.15","","135.38","137.73","-9.33","16.46","12.21","3.45","15.9","-1.4","17.07","4.24","3.17","-16.43","-9.47","-7.16","9.5","","0","0","62.89","2.76","","93.64","1.6","0","32.99","36.8","32.71","26.84","36.3","28.61","JYOTHYLAB","532926","INE668F01031"
"39","Clean Science ","14","0","11","6","5","55","28.83","30.65","51.56","52.48","29.06","44.09","426.2","427.91","60.6","6.06","6.31","7.89","11.53","19.34","2.44","","89.36","15.72","-20.88","39.34","26.74","0.3","28.87","-6.07","12.09","12.83","9.16","-5.61","-20.79","2.97","24.96","","-0.01","0","50.96","5.14","","1024.52","","0","24.59","16.66","18.23","18.66","12.97","14.15","CLEAN","543318","INE227W01023"
"40","Relaxo Footwears","16","3","9","4","7","70","33.83","10.08","42.15","45.12","24.66","14.66","408.96","414.52","","4.32","16.91","10.7","-13.99","7.44","2.51","","-24.72","-26.8","-26.05","14.22","6.59","-126.54","-443.74","-35.51","-0.69","3.63","3.45","-1.35","-25.51","-3.74","7","","0","0","71.27","2.74","","19.79","5.2","0","10.83","13.41","18.43","8.11","12.2","17.98","RELAXO","530517","INE131B01039"
"41","Lumax Auto Tech","8","1","21","6","8","80","38.17","4.46","48.77","50.85","9.16","14.18","515.8","598.61","123.9","8.75","7.12","5.9","1.21","2.94","4.12","","206.29","156.12","61.41","13.12","5.01","235.34","0.52","14.61","2.2","1.01","2.19","55.96","61.35","36.24","31.03","","0","0","55.98","1.12","","6.53","21.4","0.82","21.28","20.66","18.62","19.01","18.57","14.6","LUMAXTECH","532796","INE872H01027"
"42","Engineers India","4","2","15","2","7","75","41.5","3.45","44.28","48.1","11.44","21.78","672.51","738.35","","3.42","6.02","3.32","0.38","8.93","5","","36.8","315.55","27.65","16.56","15.07","53.7","37.53","20.11","93.63","2.92","2.59","-15.82","28.45","45.21","9.56","","0","0","51.32","1.19","","252.9","","0","23.44","13.06","21.61","21.72","14.69","19.89","ENGINERSIN","532178","INE510A01028"
"43","Prudent Corporate ","9","1","16","7","7","70","28.33","23.43","50.26","45.38","32.58","26.48","292.32","307.62","","12.14","6.46","113.92","2.71","2.32","5.84","","602.4","143.53","3.4","23.2","17.37","2.56","11.8","-39.04","-44.72","8.79","7.83","3.94","3.44","16.62","49.57","","0","0","55.31","3.41","","123.4","0.7","0","36.68","17.81","28.64","29.3","17.34","20.82","PRUDENT","543527","INE00F201020"
"44","Medplus Health","12","0","24","4","7","65","46.33","6.36","44.15","46.59","16.28","8.73","535.72","609.27","","5.03","8.43","5.09","0.5","4.59","1.34","","6795.5","56.91","31.03","8.72","3.1","16.82","90.18","4.32","52.55","1.48","1.47","42.9","30.79","94.65","16.28","","0","60.74","40.29","3.2","","5.22","","0","10.27","15.63","13.9","8.63","22.02","11.06","MEDPLUS","543427","INE804L01022"
"45","Waaree Renewable ","9","1","17","1","6","70","45","12.7","45.6","53.1","28.54","20.38","325.7","575.83","","14.1","4.75","2.96","0.19","2.66","1.66","","7314.37","2563.45","3.37","20.72","15.4","-5.25","3.78","-0.68","2.34","5.92","3.43","123.74","2.86","119.87","39.94","","-0.07","0","74.32","1.32","","21.95","","0.06","62.96","12.33","13.1","50.31","14.71","16.72","","534618","INE299N01021"
"46","Vesuvius","8","0","13","5","6","55","30.5","15.92","51.2","54.72","22.14","21.18","395.87","381.44","","6.12","12.04","3.86","-5.59","3.49","0.77","","209.2","288.71","-2.32","16.91","11.82","23.52","10.25","-3.81","-18.38","4.95","4.52","-91.02","-2.57","-6.83","12.01","","0","0","55.57","3.12","","335.48","","0","23.79","24.14","12.6","18.48","20.49","9.58","VESUVIUS","520113","INE386A01023"
"47","Azad Engineering","10","1","19","5","4","75","26.33","13.28","51.2","50.35","48.47","37.58","171.9","219.57","51.82","6.3","12.04","15.47","1.4","3.49","2.93","","","196.43","10.16","35.87","21.06","23.52","10.25","13.68","2.08","19.21","17.59","42.25","10.75","59.79","17.29","","0.42","0","55.84","5.2","","9.35","","0.17","8.73","24.14","28.12","6.26","20.49","22.83","AZAD","544061","INE02IJ01035"
"48","HFCL","23","2","13","1","3","35","37.83","2.68","34.16","35.54","24.24","12.46","506.75","395.86","","2.25","10.06","2.32","-3.62","10.71","0.08","","-21.93","-43.34","310.45","8.98","0.75","43.29","70.27","543.18","-34.37","2.8","2.5","-7.84","313.64","-92.63","0.18","","-1.73","1.15","28.29","1.86","","2.74","","0.33","8.61","17.68","13.76","4.34","11.97","9.26","HFCL","500183","INE548A01028"
"49","PVR INOX","10","3","10","1","4","40","34.83","1.3","41.72","40.34","5.79","29.67","1715.3","1991.3","212.13","1.32","297.38","586.41","-2.85","3.29","4.59","","-1124.18","42.73","295.74","29.07","-0.6","-5.35","-113.05","410.51","-548.15","1.55","1.5","998.33","295.64","87.83","-3.81","","0","10.89","27.53","0.43","","2.12","185","0.21","3.16","20.68","25.82","-3.96","18.46","32.54","PVRINOX","532689","INE191H01014"
"50","Sanofi Consumer Healthcare","12","2","15","6","6","70","31.33","40.97","52.19","52.37","38.81","39.14","283.6","303.8","","34.57","7.07","7.21","6.66","2.45","2.45","","","","3.62","35.25","27.3","12.84","36.79","12.65","37.81","15.64","11.83","39.76","3.6","6.5","94.61","","0","0","71.27","3","","72.72","","0","92.81","22.64","23.07","66.3","17.45","17.79","SANOFICONR","544250","INE0UOS01011"
"51","Metropolis Healthcare","20","0","11","6","3","30","29.33","12.14","44.15","48.02","25.35","23.89","318.11","350.22","66.34","6.61","8.43","8.86","8.68","4.59","2.07","","13.86","-32.32","16.88","22.4","10.67","16.82","90.18","1.66","32.6","6.08","6.38","12","16.9","6.89","30.53","","-0.01","1.18","48.88","1.18","","17.13","2","0.01","13.31","15.63","22.59","10.89","22.02","19.99","METROPOLIS","542650","INE112L01020"
"52","Sanofi","11","1","12","0","6","60","34.67","10.07","52.19","52.37","27.17","25.19","507.3","522.8","","12.36","7.07","7.21","-1.18","2.45","2.45","","-0.17","-56.22","9.35","26.87","18.44","12.84","36.79","12.65","37.81","6.99","4.9","-7.57","9.31","-22.52","154.71","","0","0","60.4","1.57","","338.2","","0","52.72","22.64","23.07","48.04","17.45","17.79","SANOFI","500674","INE058A01010"
"53","Supreme Petrochem","17","1","7","5","6","55","36.5","7.02","51.56","43.69","18.72","10.05","605.78","450.45","","4.29","6.31","2.8","-1","19.34","2.65","","280.43","-41.12","-37.45","7.68","5.03","0.3","28.87","39.31","166.35","1.96","1.8","-57.78","-37.74","-35.89","14.15","","0","0","64.24","1.9","","48.8","","0","22.53","16.66","16.64","17.5","12.97","15.97","SPLPETRO","500405","INE663A01033"
"54","Swan Defence","14","3","22","0","2","40","0.5","2.66","52.91","52.89","-29.56","-1385.49","-97.46","-56.44","","39.11","8.89","9.7","","1.69","0.27","","89.72","91.32","36.28","-184.37","-275.27","0.75","7.1","-24.36","17.54","67.98","208.01","62.78","35.45","","-24.07","","0","0","94.91","5.05","","-4.66","","8.23","-6.09","14.28","18.26","-61.24","30.44","17.65","SWANDEF","533107","INE542F01020"
"55","JK Lakshmi Cement","9","0","8","7","4","55","51","2.48","50.4","50.95","12.54","14.71","911.01","1142.24","135.1","2.59","4.14","3.63","0.62","1.42","1.37","","11.61","-40.28","-46.13","16.08","7.11","86.08","78.14","42.98","3.86","1.47","1.44","647.06","-46.2","32.78","38.18","","0","0","45.12","0.99","","5.03","51.05","0.71","9.46","11.57","8.19","7.79","10.66","7.47","JKLAKSHMI","500380","INE786A01032"
"56","ACE","13","2","11","2","6","70","40.17","7.53","48.77","33.14","24.65","18.21","606.08","619.39","","5.4","7.12","10.54","1.61","2.94","2.18","","679.64","289.65","-7.85","15.48","12.93","235.34","0.52","-88.03","20.32","4.5","2.98","-5.02","-7.8","14.31","35.1","","0","0","65.42","1.22","","21.15","","0.01","35.46","20.66","16.95","25.34","18.57","20.04","ACE","532762","INE731H01025"
"57","MMTC","10","1","14","2","4","","22","4.11","44.28","44.26","53.48","4514.12","121.43","463.66","","5.03","6.02","6.35","6.13","8.93","0.87","","131.65","133.02","285.92","-3501.7","7515.65","53.7","37.53","141.6","82.74","2917.32","3290.31","256.25","280","7.14","1.47","","0","0","89.93","1.67","","22.53","","0","6.75","13.06","10.77","5.08","14.69","14.93","MMTC","513377","INE123F01029"
"58","LE Travenues Tech","12","1","18","5","6","65","24.17","23.51","31.95","49.49","53.36","10.81","98.88","104.68","26","14.06","12.4","9.82","20.2","4.43","4.84","","","346.83","863.64","6.09","4.74","32.26","20.34","-1.83","20.92","6.04","8.09","45","825","8.44","1.3","","0","0","0","2.19","","42.44","","0.05","13.65","22.25","31.43","9.49","22.85","26.89","IXIGO","544192","INE0HV901016"
"59","Edelweiss Financial ","9","0","11","4","6","60","49.67","0.95","50.26","45.38","6.42","38.38","3485.8","3095.26","","2.2","6.46","113.92","-2.76","2.32","5.84","","119.5","111.26","92.32","34.3","5.15","2.56","11.8","-39.04","-44.72","0.91","1.18","22.37","69.09","-8.29","4.49","","-0.01","0","32.69","1.47","","1.37","","4.04","19.84","17.81","28.64","9.01","17.34","20.82","EDELWEISS","532922","INE532F01054"
"60","Inox","11","1","14","5","5","60","29.67","9.61","51.2","52.25","27.92","24.91","325.36","359.23","","9.94","12.04","18.14","1.51","3.49","4.12","","","73.2","-0.46","21.73","17.55","23.52","10.25","-3.41","13.35","6.95","6.95","22.94","16.93","26.2","27.09","","0","0","75","1.69","","38.08","","0.04","33.26","24.14","24.83","25.87","20.49","21.6","INOXINDIA","544046","INE616N01034"
"61","Safari Industries","14","2","8","7","3","40","25.5","18.96","47.61","32.04","37.34","14.3","253.47","289.31","54.4","9.38","16.3","12.45","15.8","3.03","3.65","","365.7","538.42","-7.03","13.74","8.63","4.96","-13.36","5.41","23.18","5.46","5.09","57.83","-7.26","3.73","33.99","","-0.21","0","44.7","3.15","","28.67","1.85","0.02","18.63","27.03","22.5","14.97","21.4","20.12","SAFARI","523025","INE429E01023"
